"Sr.No","Type","Name of the University","Address","Zip","state","Status"
"228","State","Kerala University of Fisheries & Ocean Studies","Panangad P.O, Kochi Kochi","682506","Kerala","2(f) & 12(B)"
"229","State","Kerala University of Health Sciences","Trissur","680596","Kerala","2(f)"
"230","State","Kerala Veterinary & Animal Sciences University","Kerala Veterinary and Animal Sciences University, Pookode, Wayanad, KeralaWayanad","673576","Kerala","2(f)"
"231","State","Khallikote Unitary University","Sundar Nagar, Ganjam, Berhampur","760001","Odisha","2(f)"
"232","State","Khangchendzonga State University (Formerly Sikkim State University)","Nar Bahadur Bhandari Government College Complex, PO Tadong, Gangtok, East Sikkim","737102","Sikkim","2(f)"
"233","State","Khwaja Moinuddin Chishti Language University","Sitapur - Hardoi Bypass Road,Near I.I.M.Lucknow","226013","Uttar Pradesh","2(f) & 12(B)"
"234","State","King Georges Medical University","King George Medical University, Shahmeena Road Chowk, Lucknow,","226003","Uttar Pradesh","2(f) & 12(B)"
"235","State","Kodagu University","Chikka Aluvara, Kushalnagar","571232","Karnataka","2(f)"
"236","State","Kolhan University","NH-75, WEST SINGHBHUM, JHARKHANDWest Singhbhum, Jharkhand","833202","Jharkhand","2(f)"
"237","State","Konkan Krishi Vidyapeeth","Dapoli, Tal: Dapoli, Dist. RatnagiriDistrict Ratnagiri","415712","Maharashtra","2(f) & 12(B)"
"238","State","Koppal University","Government Engineering College, Talakala, Dist. Koppal","583231","Karnataka","2(f)"
"239","State","Krantiguru Shyamji Krishna Verma Kachchh University","Mundra road bhuj kachchhBhuj-Kachchh, Gujarat","370001","Gujarat","2(f) & 12(B)"
"240","State","Krishna Kanta Handiqui State Open University","Resham Nagar,Khanapara, Kamrup(M),Guwahati","781022","Assam","2(f)"
"241","State","Krishna University","Andhra JateeyaKalasala, Campus, RajupetaMachllipatanam","521001","Andhra Pradesh","2(f)"
"242","State","KSGH Music and Performing Arts University","Jlb road, Ashoka Circle, Lakshmipura, Mysuru-04Near Ashoka CircleLadshmipuram, Mysore","570004","Karnataka","2(f)"
"243","State","Kumar Bhaskar Varma Sanskrit & Ancient Studies University","NAMATI, HATI NAMATI, NALBARI, ASSAM-781337, INDIAP.O.- Hati NamatiDist-Nalbari,Assam","781337","Assam","2(f) & 12(B)"
"244","State","Kumaun University","Sleepy Hallow,Mallital,Nainital","263001","Uttarakhand","2(f) & 12(B)"
"245","State","Kurukshetra University","KurukshetraPIN - 136 119  (HARYANA)","136119","Haryana","2(f) & 12(B)"
"246","State","Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya","At: Kathadih, Po: Sunder Nagar, Raipur","492013","Chhattisgarh","2(f)"
"247","State","Kuvempu University","Jnanasahyadri, Shankaraghatta, Shivamogga, KarnatakaPIN -577 451. KARNATAKA.","577451","Karnataka","2(f) & 12(B)"
"248","State","Lala Lajpat Rai University of Veterinary & Animal Sciences","CCSHAU Campus","125004","Haryana","2(f) & 12(B)"
"249","State","Lalit Narayan Mithila University","Darbhanga","846008","Bihar","2(f) & 12(B)"
"250","State","Laxminarayan Innovation Technological (LIT) University","LITU Campus, Amaravati Road, Nagpur","440033","Maharashtra","2(f)"
"251","State","M.B.M. University","Ratanada, Jodhpur","342011","Rajasthan","2(f)"
"252","State","M.P.Bhoj (open) University","Kolar Road BhopalKolar Road,Bhopal","462016","Madhya Pradesh","2(f) & 12(B)"
"253","State","Maa Shakumbhari University","Saharanpur, PunwarkaSaharanpur","247120","Uttar Pradesh","2(f)"
"254","State","Madan Mohan Malaviya University of Technology","Deoria Road Gorakhpur","273010","Uttar Pradesh","2(f) & 12(B)"
"255","State","Madhabdev University","Narayanpur, PO: Dikrong, Lakhimpur, AssamNarayanpur,Lakhimpur","784164","Assam","2(f)"
"256","State","Madhusudan Law University","Station Road, Cuttack","750003","Odisha","2(f)"
"257","State","Madhya Pradesh Medical Science University","NSCB Medical College Campus, Bhedaghat Road, Jabalpur","482003","Madhya Pradesh","2(f)"
"258","State","Madras University","ChepaukChennai","","Tamil Nadu","2(f) & 12(B)"
"259","State","Madurai Kamraj University","Palkainagar,Madurai-625 021.(T.N.).","","Tamil Nadu","2(f) & 12(B)"
"260","State","Magadh University","Bodh Gaya","824234","Bihar","2(f) & 12(B)"
"261","State","Maharahtra University of Health Sciences","Vani Dindori Road, Mhasrul, NashikNashik-422 005","422004","Maharashtra","2(f)"
"262","State","Maharaja Bir Bikram University","AgartalaTripura","","Tripura","2(f) & 12(B)"
"263","State","Maharaja Chhatrasal Bundelkhand Vishwavidyalaya","GOVT MAHARAJA COLLEGE CAMPUS","471001","Madhya Pradesh","2(f)"
"264","State","Maharaja Ganga Singh University","NH-15, Jaisalmer Road, Bikaner","334004","Rajasthan","2(f)"
"265","State","Maharaja Krishnakumarsinji Bhavnagar University","S.V. Patel Campus,Gaurishanker Lake Road,Bhavnagar","364 001","Gujarat","2(f)"
"266","State","Maharaja Ranjit Singh Punjab Technical University","Dabwali Rd, Lal Singh Nagar, Bathinda","151001","Punjab","2(f) & 12(B)"
"267","State","Maharaja Sayajirao University of Baroda","Head Office, Maharaja Fatehsinghrao Gaekwad Road,Fatehgunj,Vadodara","390002","Gujarat","2(f) & 12(B)"
"268","State","Maharaja Sriram Chandra Bhanja Deo University(Earlier North Orissa University)","Sriram Chandra Vihar, Takatpur, Baripada, Bhuabaneswar","757003","Odisha","2(f) & 12(B)"
"269","State","Maharaja Suhel Dev State University","Raidopur, Azamgarh","276001","Uttar Pradesh","2(f)"
"270","State","Maharaja Surajmal Brij University","Chak Sakitara, Kumher, Bharatpur","321201","Rajasthan","2(f)"
"271","State","Maharana Partap Horticultural University","Karnal","132001","Haryana","2(f)"
"272","State","Maharana Pratap University of Agriculture & Technology","Maharana Pratap University of Agriculture & Technology, Udaipur 313001Udaipur-313001","313001","Rajasthan","2(f)"
"273","State","Maharani Cluster University","Palace Road Bangalore Bengaluru","560001","Karnataka","2(f)"
"274","State","Maharashtra Animal & Fishery Sciences University","Futala Lake Road, NagpurSeminary Hills, Nagpur-440 006","440001","Maharashtra","2(f)"
"275","State","Maharashtra National Law University, Aurangabad","Paithan Road, Kanchanwadi, Aurangabad","431005","Maharashtra","2(f)"
"276","State","Maharashtra National Law University, Mumbai","CETTM MTNL Building, Hiranandani Gardens, Powai, Mumbai","400076","Maharashtra","2(f)"
"277","State","Maharashtra National Law University, Nagpur","Training Institute(JOTI), Civil Lines,  C P Club Road, Nagpur","440001","Maharashtra","2(f) & 12(B)"
"278","State","Maharashtra State Skills University","1st, Floor, Elphinstone Technical High School3, Mahapalika Marg, Metro ChowkMumbai","400001","Maharashtra","2(f)"
"279","State","Maharishi Balmiki Sanskrit University","Mundri,Kaithal","136027","Haryana","2(f)"
"280","State","Maharshi Dayanand Saraswati University","Pushkar Bye PassAjmer","305001","Rajasthan","2(f) & 12(B)"
"281","State","Maharshi Dayanand University","Rohtak","124001","Haryana","2(f) & 12(B)"
"282","State","Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya","Dewas Road, Ujjain,  Madhya Pradesh","456010","Madhya Pradesh","2(f)"
"283","State","Mahatam Gandhi Kashi Vidyapeeth","Varanasi-221 002 (U.P)","","Uttar Pradesh","2(f) & 12(B)"
"284","State","Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya","ChitrakootDistrict Satna","485334","Madhya Pradesh","2(f) & 12(B)"
"285","State","Mahatma Gandhi Udyanikee and Vanikee Vishwavidyalaya","Sankra-PatanDistrict- Durg","491111","Chhattisgarh","2(f)"
"286","State","Mahatma Gandhi University","Post. Yellareddygudem Panagal, Nalgonda","508 254","Telangana","2(f) & 12(B)"
"287","State","Mahatma Gandhi University","Mahishadal, Purba Medinipur","721628","West Bengal","2(f)"
"288","State","Mahatma Gandhi Unversity","Kottayam,PIN - 686 560. (KERALA).","","Kerala","2(f) & 12(B)"
"289","State","Mahatma Jyotiba Phule Rohilkhand University","Doli Lal Agarwal Marg,Bareilly","","Uttar Pradesh","2(f) & 12(B)"
"290","State","Mahatma Phule Krishi Vidyapeeth","RahuriDt.Ahmednagar - 413 722.","","Maharashtra","2(f) & 12(B)"
"291","State","Majuli University of Culture","Patharichuk N.C,Majuli","787054","Assam","2(f)"
"292","State","Makhanlal Chaturvedi National University of Journalism & Communication","B-38, Vikas Bhavan, Press Complex, MP Nagar, Zone-1Bhopal","462 011","Madhya Pradesh","2(f) & 12(B)"
"293","State","Mandya University","M.C. Road,Mandya","571401","Karnataka","2(f)"
"294","State","Mangalore University","Mangalore University Mangalagangotri Karnataka State IndiaMangalore - 574 199.","574199","Karnataka","2(f) & 12(B)"
"295","State","Manipur Technical University","Takyelpat, Imphal, Manipur","795004","Manipur","2(f)"
"296","State","Manipur University of Culture","Palace Compound, Imphal East, Manipur","795001","Manipur","2(f)"
"297","State","Manonmaniam Sundarnar University","Tirunelvelli - 627 008.","","Tamil Nadu","2(f) & 12(B)"
"298","State","Marathwada Agricultural University","Basmat Road, Parbhani","431402","Maharashtra","2(f) & 12(B)"
"299","State","Maulana Abul Kalam Azad University of Technology","BF-142, Sector-1, Salt Lake city,Sector-I, Kolkata","700064","West Bengal","2(f) & 12(B)"
"300","State","Maulana Mazharul Haque Arabic & Persian University","3 Polo Road, Patna","800001","Bihar","2(f)"
"301","State","Mohanlal Sukhadia University","Udaipur","313 001","Rajasthan","2(f) & 12(B)"
"302","State","Mother Teresa Women's University","Registrar, Mother Teresa Women's University, Attuvampatty, Kodaikanal.T.N. - 624 101.","624101","Tamil Nadu","2(f) & 12(B)"
"303","State","Mumbai University","M.G. Road, Fort, Mumbai Mumbai - 400 032.","400032","Maharashtra","2(f) & 12(B)"
"304","State","Munger University","Munger","811201","Bihar","2(f)"
"305","State","Murshidabad University","1,No. Sahid Surya Sen RoadP.O.-Berhampore,District Murshidabad","742101","West Bengal","2(f)"
"306","State","Mysore University","Manasagangotri, Mysuru,  KarnatakaMysore - 570 005.","570006","Karnataka","2(f) & 12(B)"
"307","State","Nalanda Open University","Biscomum Bhawan, West, Gandhi Maidan,  Patna","800001","Bihar","2(f)"
"308","State","Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidyalaya","Adhartal, Jabalpur-482004, Madhya PradeshJabalpur","482004","Madhya Pradesh","2(f)"
"309","State","National Academy of Legal Studies & Research University","Justice City, Shameerpet, Medchal District, Telangana State, India","500101","Telangana","2(f) & 12(B)"
"310","State","National Law Institute University","Kerwa Dam Road, BhopalBarkeri KalanBhopal","462044","Madhya Pradesh","2(f) & 12(B)"
"311","State","National law School of India University","Nagarbhavi, BengaluruBangalore - 560 072.","560072","Karnataka","2(f) & 12(B)"
"312","State","National Law University","NH-65, Nagour Road MandoreJodhpur","342304","Rajasthan","2(f) & 12(B)"
"313","State","National Law University","Kathajodi Campus, Sec – 13, Cuttack","753015","Odisha","2(f) & 12(B)"
"314","State","National Law University","Sector-14, Dwarka","110078","Delhi","2(f) & 12(B)"
"315","State","National Law University and Judicial Academy","Hajo Road, Amingaon, Kamrup (Rural), AssamBholanath Mandir Parh, UlubariGuwahati","781031","Assam","2(f) & 12(B)"
"316","State","National Law University Tripura","Narsingarh,Tripura","799 009","Tripura","2(f)"
"317","State","National University of Advanced Legal Studies (NUALS)","HMT Colony P.O., Kalamassery, KochiKochi-682017, Kerala","683503","Kerala","2(f) & 12(B)"
"318","State","National University of Study & Research in Law","P.O. Bukru, Kanke Pithoria Road, Kanke - Nagari, Kanke, RanchiBIT Mesra,Ranchi","834006","Jharkhand","2(f)"
"319","State","Navsari Agriculture University","Navsari Agricultural University, Eru Char Rasta, Dandi Road, Navsari – 396 450 (Gujarat) INDIA","396450","Gujarat","2(f)"
"320","State","Netaji Shubhash Open University","DD-26, Salt Lake, Sector-1, Kolkata","700064","West Bengal","2(f) & 12(B)"
"321","State","Netaji Subhas University of Technology","Sector 3, Dwarka","110078","Delhi","2(f) & 12(B)"
"322","State","Nilamber-Pitamber University","Madininager, Palamu-822101Jharkhand","","Jharkhand","2(f)"
"323","State","Nizam's Institute of Medical Sciences","Punjagutta, Hyderabad","500082","Telangana","2(f)"
"324","State","Nrupathunga University","Nrupathunga Road, Bengaluru,","","Karnataka","2(f)"
"325","State","Odia University","Satyabdi, Puri","752014","Odisha","2(f)"
